CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,TELEFONO_1,TELEFONO_2,DIRECCION CORREGIDA,ESTABLECIMIENTO CORREGIDO
11-09-0054-46,11-017,RETALHULEU,EL ASINTAL,COLEGIO MIXTO ADVENTISTA EL XAB,ALDEA EL XAB,58602015.0,MIGUEL ANGEL ARMAS ROCHA,GERSON ELIUD BARILLAS AGUILAR,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DOMINICAL,RETALHULEU,,, A L D E A  E L  X A B ,COLEGIO MIXTO ADVENTISTA EL XAB
11-09-0055-46,11-017,RETALHULEU,EL ASINTAL,COLEGIO MIXTO ADVENTISTA EL XAB,ALDEA EL XAB EL ASINTAL RETALHULEU,58602015.0,MIGUEL ANGEL ARMAS ROCHA,GERSON ELIUD BARILLAS AGUILAR,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,DOMINICAL,RETALHULEU,,, A L D E A  E L  X A B  E L  A S I N T A L  R E T A L H U L E U ,COLEGIO MIXTO ADVENTISTA EL XAB
11-09-0069-46,11-017,RETALHULEU,EL ASINTAL,COLEGIO MIXTO CRISTIANO JESHUA,SECTOR ENTRE RIOS ALDEA EL XAB,57077648.0,MIGUEL ANGEL ARMAS ROCHA,SANDRA LETICIA OVALLE FIGUEROA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,,, S E C T O R  E N T R E  R I O S  A L D E A  E L  X A B ,COLEGIO MIXTO CRISTIANO JESHUA
11-09-0076-46,11-018,RETALHULEU,EL ASINTAL,"COLEGIO MIXTO ""SANTA ELENA""",KM. 192.5 COLONIA SANTA ELENA,54296076.0,MIRTA ALIDA CASTELLANOS MARROQUIN,EDGAR ANTONIO ALVARADO MONZÓN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,,, K M .  1 9 2 . 5  C O L O N I A  S A N T A  E L E N A ,COLEGIO MIXTO SANTA ELENA
11-09-0078-46,11-017,RETALHULEU,EL ASINTAL,CENTRO EDUCATIVO NUEVO AMANECER,ALDEA SIBANÁ,49011339.0,MIGUEL ANGEL ARMAS ROCHA,JOSÉ LUIS HERNÁNDEZ PIEDRASANTA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,,, A L D E A  S I B A N Á ,CENTRO EDUCATIVO NUEVO AMANECER
11-09-0079-46,11-018,RETALHULEU,EL ASINTAL,COLEGIO MIXTO ADVENTISTA EL XAB,ALDEA EL XAB,58602015.0,MIRTA ALIDA CASTELLANOS MARROQUIN,GERSON ELIUD BARILLAS AGUILAR,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,,, A L D E A  E L  X A B ,COLEGIO MIXTO ADVENTISTA EL XAB
11-09-0081-46,11-018,RETALHULEU,EL ASINTAL,"COLEGIO MIXTO ""SANTA ELENA""",KM. 192.5 COLONIA SANTA ELENA,54296076.0,MIRTA ALIDA CASTELLANOS MARROQUIN,EDGAR ANTONIO ALVARADO MONZÓN,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,,, K M .  1 9 2 . 5  C O L O N I A  S A N T A  E L E N A ,COLEGIO MIXTO SANTA ELENA
11-09-0085-46,11-017,RETALHULEU,EL ASINTAL,COLEGIO MIXTO TECNOLÓGICO BELEN,"COLONIA EL ABRIGO, CALLE PRINCIPAL",49215863.0,MIGUEL ANGEL ARMAS ROCHA,MARIO ROBERTO REYES CAMPOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,,," C O L O N I A  E L  A B R I G O ,  C A L L E  P R I N C I P A L ",COLEGIO MIXTO TECNOLÓGICO BELEN
11-09-0087-46,11-004,RETALHULEU,EL ASINTAL,COLEGIO MIXTO TECNOLÓGICO BELEN,"COLONIA EL ABRIGO, CALLE PRINCIPAL",49215863.0,MIGUEL ANGEL ARMAS ROCHA,MARIO ROBERTO REYES CAMPOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,,," C O L O N I A  E L  A B R I G O ,  C A L L E  P R I N C I P A L ",COLEGIO MIXTO TECNOLÓGICO BELEN
11-09-0088-46,11-016,RETALHULEU,EL ASINTAL,INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA,"SECTOR NUEVA CONCEPCIÓN, ALDEA EL XAB",44757142.0,MARIO RENE RIVERA ARGUETA,JUAN URIEL LÓPEZ REYES,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,,," S E C T O R  N U E V A  C O N C E P C I Ó N ,  A L D E A  E L  X A B ",INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSEÑANZA
11-09-0091-46,11-017,RETALHULEU,EL ASINTAL,COLEGIO MIXTO ADVENTISTA EL XAB,ALDEA EL XAB,58602015.0,MIGUEL ANGEL ARMAS ROCHA,GERSON ELIUD BARILLAS AGUILAR,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),RETALHULEU,,, A L D E A  E L  X A B ,COLEGIO MIXTO ADVENTISTA EL XAB
11-09-0093-46,11-017,RETALHULEU,EL ASINTAL,COLEGIO MIXTO CRISTIANO JESHUA,"SECTOR ENTRE RIOS, ALDEA EL XAB",57077648.0,MIGUEL ANGEL ARMAS ROCHA,SANDRA LETICIA OVALLE FIGUEROA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),RETALHULEU,,," S E C T O R  E N T R E  R I O S ,  A L D E A  E L  X A B ",COLEGIO MIXTO CRISTIANO JESHUA
11-09-0874-46,11-014,RETALHULEU,EL ASINTAL,INSTITUTO TECNICO INDUSTRIAL,CABECERA MUNICIPAL,77918363.0,JULIO CÉSAR HERRERA ROLDÁN,EPIFANIO OBISPO PÉREZ ARDEANO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),RETALHULEU,,, C A B E C E R A  M U N I C I P A L ,INSTITUTO TÉCNICO INDUSTRIAL
11-09-1378-46,11-015,RETALHULEU,EL ASINTAL,INSTITUTO OFICIAL DEL NIVEL MEDIO CICLO DIVERSIFICADO DE TELEBACHILLERATO,BARRIO SAN JOSE ALDEA EL XAB,54909337.0,CONCEPCION ANGELICA DEL CID JUAREZ,,DIVERSIFICADO,OFICIAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,,, B A R R I O  S A N  J O S E  A L D E A  E L  X A B ,INSTITUTO OFICIAL DEL NIVEL MEDIO CICLO DIVERSIFICADO DE TELEBACHILLERATO
03-01-0052-46,03-001,SACATEPEQUEZ,ANTIGUA GUATEMALA,ESCUELA NACIONAL DE CIENCIAS COMERCIALES SECCION NOCTURNA,5A. CALLE ORIENTE N-17,78328708,JORGE OTONIEL CRUZ SAL,,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),SACATEPÉQUEZ,78328708,, 5 A .  C A L L E  O R I E N T E  N - 1 7 ,ESCUELA NACIONAL DE CIENCIAS COMERCIALES SECCION NOCTURNA
03-01-0053-46,03-002,SACATEPEQUEZ,ANTIGUA GUATEMALA,INSTITUTO INDIGENA NUESTRA SEÑORA DEL SOCORRO,PLAZUELA BELEN,78320322,ZOILA ESTHELA JONFE OROZCO,MARIA CONSUELO QUINTANILLA MEZA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SACATEPÉQUEZ,78320322,, P L A Z U E L A  B E L E N ,INSTITUTO INDIGENA NUESTRA SEÑORA DEL SOCORRO
03-01-0055-46,03-002,SACATEPEQUEZ,ANTIGUA GUATEMALA,LICEO ROSALES,CALLE DE LOS NAZARENOS NO. 16,78325538,ZOILA ESTHELA JONFE OROZCO,LYDIA ROSALES CHAVEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SACATEPÉQUEZ,78325538,,  C A L L E  D E  L O S  N A Z A R E N O S  N O .  1 6 ,LICEO ROSALES
03-01-0056-46,03-002,SACATEPEQUEZ,ANTIGUA GUATEMALA,LICEO ANTIGUEÑO,3A. CALLE ORIENTE N-11,78320670,ZOILA ESTHELA JONFE OROZCO,JOSUÉ NATHAN SOLÓRZANO BERDÚO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SACATEPÉQUEZ,78320670,, 3 A .  C A L L E  O R I E N T E  N - 1 1 ,LICEO ANTIGUEÑO
03-01-0057-46,03-002,SACATEPEQUEZ,ANTIGUA GUATEMALA,COLEGIO LA SALLE,4A. AVENIDA NORTE N-26,78320556,ZOILA ESTHELA JONFE OROZCO,MARTHA JULIA DE LEON GARCIA DE BARRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SACATEPÉQUEZ,78320556,, 4 A . A V .  N O R T E  N - 2 6 ,COLEGIO LA SALLE
03-01-0058-46,03-001,SACATEPEQUEZ,ANTIGUA GUATEMALA,INSTITUTO NORMAL P/SEÑORITAS OLIMPIA LEAL,5A. CALLE ORIENTE N-15,78323391,JORGE OTONIEL CRUZ SAL,,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SACATEPÉQUEZ,78323391,, 5 A .  C A L L E  O R I E N T E  N - 1 5 ,INSTITUTO NORMAL P/SEÑORITAS OLIMPIA LEAL
03-01-0059-46,03-009,SACATEPEQUEZ,ANTIGUA GUATEMALA,INSTITUTO NORMAL PARA VARONES ANTONIO LARRAZABAL,FINCA LA PRIMAVERA SALIDA A SANTA MARIA DE JESUS KM.2,58437849,AURA MARINA LORENZO SAGCHE,MANUEL ANTONIO ESTRADA ORTIZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SACATEPÉQUEZ,58437849,, F I N C A  L A  P R I M A V E R A  S A L I D A  A  S A N T A  M A R I A  D E  J E S U S  K M . 2 ,INSTITUTO NORMAL PARA VARONES ANTONIO LARRAZABAL
03-01-0075-46,03-002,SACATEPEQUEZ,ANTIGUA GUATEMALA,COLEGIO MUNDO VERDE,2A. AVENIDA SUR NO. 46,78320315,ZOILA ESTHELA JONFE OROZCO,MANUEL ESTRADA ORTIZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SACATEPÉQUEZ,78320315,, 2 A . A V .  S U R  N O .  4 6 ,COLEGIO MUNDO VERDE
03-01-0090-46,03-002,SACATEPEQUEZ,ANTIGUA GUATEMALA,COLEGIO MIXTO PRE-UNIVERSITARIO GALILEO GALILEI,CALLE ANCHA NO. 86,78320255,ZOILA ESTHELA JONFE OROZCO,JUAN RAMON MARROQUIN GOMEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SACATEPÉQUEZ,78320255,,  C A L L E  A N C H A  N O .  8 6 ,COLEGIO MIXTO PRE-UNIVERSITARIO GALILEO GALILEI
03-01-0091-46,03-002,SACATEPEQUEZ,ANTIGUA GUATEMALA,INSTITUTO TECNICO EMPRESARIAL,CALLE CHIPILAPA NO. 11,78326854,ZOILA ESTHELA JONFE OROZCO,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SACATEPÉQUEZ,78326854,,  C A L L E  C H I P I L A P A  N O .  1 1 ,INSTITUTO TÉCNICO EMPRESARIAL
03-01-0096-46,03-002,SACATEPEQUEZ,ANTIGUA GUATEMALA,CENTRO EDUCACIONAL VALLE VERDE,CALLE ANCHA DE LOS HERREROS NO. 59 INTERIOR,78321483,ZOILA ESTHELA JONFE OROZCO,ADOLFO VALLE LIMA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SACATEPÉQUEZ,78321483,,  C A L L E  A N C H A  D E  L O S  H E R R E R O S  N O .  5 9  I N T E R I O R ,CENTRO EDUCACIONAL VALLE VERDE
03-01-0098-46,03-002,SACATEPEQUEZ,ANTIGUA GUATEMALA,LICEO DE ENSEÑANZA SUPERIOR INTERNACIONAL LESI,"CALLE DE LA PILA COLORADA CASA NO. 6, SAN FELIPE DE JESUS",78311345,ZOILA ESTHELA JONFE OROZCO,JUAN ALBERTO MONROY GAYTAN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SACATEPÉQUEZ,78311345,,"  C A L L E  D E  L A  P I L A  C O L O R A D A  C A S A  N O .  6 ,  S A N  F E L I P E  D E  J E S U S ",LICEO DE ENSEÑANZA SUPERIOR INTERNACIONAL LESI
03-01-0100-46,03-002,SACATEPEQUEZ,ANTIGUA GUATEMALA,LICEO DE ENSEÑANZA SUPERIOR INTERNACIONAL LESI,CALLE DE LA PILA COLORADA CASA NO. 6,78311345,ZOILA ESTHELA JONFE OROZCO,JUAN ALBERTO MONROY GAYTAN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SACATEPÉQUEZ,78311345,,  C A L L E  D E  L A  P I L A  C O L O R A D A  C A S A  N O .  6 ,LICEO DE ENSEÑANZA SUPERIOR INTERNACIONAL LESI
03-01-0103-46,03-002,SACATEPEQUEZ,ANTIGUA GUATEMALA,COLEGIO COLONIAL BILINGUE,"LOTE F-6, MANZANA G, SAN PEDRO EL PANORAMA",79346373,ZOILA ESTHELA JONFE OROZCO,MERCEDES DE LAS NIEVES BLANCO ROMEU,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SACATEPÉQUEZ,79346373,," L O T E  F - 6 ,  M A N Z A N A  G ,  S A N  P E D R O  E L  P A N O R A M A ",COLEGIO COLONIAL BILINGÜE
03-01-0108-46,03-009,SACATEPEQUEZ,ANTIGUA GUATEMALA,COLEGIO AMERICANO SUPERIOR,CALLE DE LOS NAZARENOS NO.28,78824810,AURA MARINA LORENZO SAGCHE,CARLOS RAFAEL NEVARES GOMEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SACATEPÉQUEZ,78824810,,  C A L L E  D E  L O S  N A Z A R E N O S  N O . 2 8 ,COLEGIO AMERICANO SUPERIOR
03-01-0119-46,03-002,SACATEPEQUEZ,ANTIGUA GUATEMALA,INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA,2DA.. CALLE ORIENTE NO. 1 ALDEA SAN JUAN DEL OBISPO,44535470,ZOILA ESTHELA JONFE OROZCO,VICTOR HUGO SIMON MARROQUIN,DIVERSIFICADO,MUNICIPAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SACATEPÉQUEZ,44535470,, 2 D A . .  C A L L E  O R I E N T E  N O .  1  A L D E A  S A N  J U A N  D E L  O B I S P O ,INSTITUTO MUNICIPAL DE EDUCACION DIVERSIFICADA
03-01-0120-46,03-002,SACATEPEQUEZ,ANTIGUA GUATEMALA,COLEGIO BELEN,"CALLE DEL HERMANO PEDRO, PLAZUELA BELEN",78320322,ZOILA ESTHELA JONFE OROZCO,MARIA DEL CARMEN GOMEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SACATEPÉQUEZ,78320322,,"  C A L L E  D E L  H E R M A N O  P E D R O ,  P L A Z U E L A  B E L E N ",COLEGIO BELEN
03-01-0127-46,03-002,SACATEPEQUEZ,ANTIGUA GUATEMALA,INSTITUTO TECNOLOGICO EMPRESARIAL,CALLE CHIPILAPA NO. 11,78326854,ZOILA ESTHELA JONFE OROZCO,JUAN JOSE CASTILLO REGUAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SACATEPÉQUEZ,78326854,,  C A L L E  C H I P I L A P A  N O .  1 1 ,INSTITUTO TECNOLOGICO EMPRESARIAL
03-01-0128-46,03-002,SACATEPEQUEZ,ANTIGUA GUATEMALA,INSTITUTO TECNOLOGICO EMPRESARIAL,CALLE CHIPILAPA NO. 11,78326854,ZOILA ESTHELA JONFE OROZCO,JUAN JOSE CASTILLO REGUAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SACATEPÉQUEZ,78326854,,  C A L L E  C H I P I L A P A  N O .  1 1 ,INSTITUTO TECNOLOGICO EMPRESARIAL
03-01-0129-46,03-002,SACATEPEQUEZ,ANTIGUA GUATEMALA,INSTITUTO TECNOLOGICO EMPRESARIAL,CALLE CHIPILAPA NO. 11,78326854,ZOILA ESTHELA JONFE OROZCO,LILIA ELIZABETH MORALES VELASQUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SACATEPÉQUEZ,78326854,,  C A L L E  C H I P I L A P A  N O .  1 1 ,INSTITUTO TECNOLOGICO EMPRESARIAL
03-01-0133-46,03-002,SACATEPEQUEZ,ANTIGUA GUATEMALA,INSTITUTO TECNOLOGICO EMPRESARIAL,CALLE CHIPILAPA NO. 11,78326854,ZOILA ESTHELA JONFE OROZCO,JUAN JOSE CASTILLO REGUAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SACATEPÉQUEZ,78326854,,  C A L L E  C H I P I L A P A  N O .  1 1 ,INSTITUTO TECNOLOGICO EMPRESARIAL
03-01-0134-46,03-009,SACATEPEQUEZ,ANTIGUA GUATEMALA,COLEGIO LICEO ANTIGÜEÑO,3A. CALLE ORIENTE NO.11,78311081,AURA MARINA LORENZO SAGCHE,AXEL SOLÓRZANO ESPINOZA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),SACATEPÉQUEZ,78311081,, 3 A .  C A L L E  O R I E N T E  N O . 1 1 ,COLEGIO LICEO ANTIGÜEÑO
03-01-0138-46,03-002,SACATEPEQUEZ,ANTIGUA GUATEMALA,COLEGIO CENTRAL,5TA. CALLE PONIENTE NO. 22,78321738,ZOILA ESTHELA JONFE OROZCO,FRANCISCO ROLANDO PAREDES RAMIREZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SACATEPÉQUEZ,78321738,, 5 T A .  C A L L E  P O N I E N T E  N O .  2 2 ,COLEGIO CENTRAL
03-01-0139-46,03-002,SACATEPEQUEZ,ANTIGUA GUATEMALA,LICEO SUPERIOR INTERNACIONAL JUAN PABLO II (LESI),CALLE ANCHA DE LOS HERREROS NO. 16,78324149,ZOILA ESTHELA JONFE OROZCO,JUAN ALBERTO MONROY GAYTAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SACATEPÉQUEZ,78324149,,  C A L L E  A N C H A  D E  L O S  H E R R E R O S  N O .  1 6 ,LICEO SUPERIOR INTERNACIONAL JUAN PABLO II (LESI)
03-01-0140-46,03-002,SACATEPEQUEZ,ANTIGUA GUATEMALA,LICEO MIXTO NUESTRA SEÑORA DE FÁTIMA,2A. CALLE ORIENTE NO. 22 LA ANTIGUA GUATEMALA,78328796,ZOILA ESTHELA JONFE OROZCO,CLAUDIA NINETH MONZON,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SACATEPÉQUEZ,78328796,, 2 A .  C A L L E  O R I E N T E  N O .  2 2  L A  A N T I G U A  G U A T E M A L A ,LICEO MIXTO NUESTRA SEÑORA DE FÁTIMA
03-01-0141-46,03-009,SACATEPEQUEZ,ANTIGUA GUATEMALA,"INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA, JORNADA NOCTURNA",ALDEA SAN PEDRO LAS HUERTAS,54749861,AURA MARINA LORENZO SAGCHE,RICARDO PEREIRA SOLORZANO,DIVERSIFICADO,COOPERATIVA,RURAL,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),SACATEPÉQUEZ,54749861,, A L D E A  S A N  P E D R O  L A S  H U E R T A S ,"INSTITUTO MIXTO DE EDUCACION DIVERSIFICADA POR COOPERATIVA, JORNADA NOCTURNA"
03-01-0147-46,03-002,SACATEPEQUEZ,ANTIGUA GUATEMALA,COLEGIO TRIDENTINO,COLONIA SAN FRANCISCO NO.7,78322944,ZOILA ESTHELA JONFE OROZCO,LESLIE JANETH DE LEON JUAREZ DE BARILLAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SACATEPÉQUEZ,78322944,, C O L O N I A  S A N  F R A N C I S C O  N O . 7 ,COLEGIO TRIDENTINO
03-01-0148-46,03-002,SACATEPEQUEZ,ANTIGUA GUATEMALA,COLEGIO AMERICANO SUPERIOR,CALLE LOS NAZARENOS NO. 28,79372450,ZOILA ESTHELA JONFE OROZCO,JAIRO SAUL REYES BARRIOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SACATEPÉQUEZ,79372450,,  C A L L E  L O S  N A Z A R E N O S  N O .  2 8 ,COLEGIO AMERICANO SUPERIOR
03-01-0153-46,03-002,SACATEPEQUEZ,ANTIGUA GUATEMALA,CENTRO EDUCACIONAL VALLE COLONIAL,CALLE ANCHA DE LOS HERREROS NO. 59 INTERIOR,78321483,ZOILA ESTHELA JONFE OROZCO,ADOLFO VALLE LIMA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,SACATEPÉQUEZ,78321483,,  C A L L E  A N C H A  D E  L O S  H E R R E R O S  N O .  5 9  I N T E R I O R ,CENTRO EDUCACIONAL VALLE COLONIAL
03-01-0154-46,03-002,SACATEPEQUEZ,ANTIGUA GUATEMALA,CENTRO EDUCACIONAL VALLE COLONIAL,CALLE ANCHA DE LOS HERREROS NO. 59 INTERIOR,78321483,ZOILA ESTHELA JONFE OROZCO,ADOLFO VALLE LIMA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SACATEPÉQUEZ,78321483,,  C A L L E  A N C H A  D E  L O S  H E R R E R O S  N O .  5 9  I N T E R I O R ,CENTRO EDUCACIONAL VALLE COLONIAL
03-01-0155-46,03-002,SACATEPEQUEZ,ANTIGUA GUATEMALA,CENTRO EDUCACIONAL VALLE COLONIAL,CALLE ANCHA DE LOS HERREROS NO. 59 INTERIOR,78321483,ZOILA ESTHELA JONFE OROZCO,MARIA JOSEFINA ALVAREZ GUTIERREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SACATEPÉQUEZ,78321483,,  C A L L E  A N C H A  D E  L O S  H E R R E R O S  N O .  5 9  I N T E R I O R ,CENTRO EDUCACIONAL VALLE COLONIAL
03-01-0156-46,03-002,SACATEPEQUEZ,ANTIGUA GUATEMALA,INSTITUTO INDIGENA NUESTRA SEÑORA DEL SOCORRO,PLAZUELA DE BELEN,78320322,ZOILA ESTHELA JONFE OROZCO,MARIA DEL CARMEN GOMEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),SACATEPÉQUEZ,78320322,, P L A Z U E L A  D E  B E L E N ,INSTITUTO INDIGENA NUESTRA SEÑORA DEL SOCORRO
03-01-0164-46,03-002,SACATEPEQUEZ,ANTIGUA GUATEMALA,"CENTRO ACADEMICO ""NUESTRA EXCELENCIA"" (CANE)",CALLE DE BELEN NO. 18,56971118,ZOILA ESTHELA JONFE OROZCO,ELVIA LORENA LOPEZ VILLAGRAN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,SACATEPÉQUEZ,56971118,,  C A L L E  D E  B E L E N  N O .  1 8 ,CENTRO ACADEMICO NUESTRA EXCELENCIA (CANE)
03-01-0169-46,03-002,SACATEPEQUEZ,ANTIGUA GUATEMALA,CENTRO EDUCATIVO LICEO SANTA FE,NO. 42 LOTIFICACION VALLE DE SANTIAGO ANTIGUA,59715707,ZOILA ESTHELA JONFE OROZCO,LOURDES ELENA CASTELLANOS MENDEZ DE MARQUEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SACATEPÉQUEZ,59715707,, N O .  4 2  L O T I F I C A C I O N  V A L L E  D E  S A N T I A G O  A N T I G U A ,CENTRO EDUCATIVO LICEO SANTA FE
03-01-0172-46,03-002,SACATEPEQUEZ,ANTIGUA GUATEMALA,COLEGIO MIXTO INTEGRAL SANTIAGO,LOTIFICACION EL COROZAL NO. 6-7,78325208,ZOILA ESTHELA JONFE OROZCO,JOSE ANTONIO CARRASCOZA OCHAETA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),SACATEPÉQUEZ,78325208,, L O T I F I C A C I O N  E L  C O R O Z A L  N O .  6 - 7 ,COLEGIO MIXTO INTEGRAL SANTIAGO
03-01-0178-46,03-002,SACATEPEQUEZ,ANTIGUA GUATEMALA,LICEO SUPERIOR INTERNACIONAL JUAN PABLO II (LESI),CALLE ANCHA DE LOS HERREROS NO. 16,78324149,ZOILA ESTHELA JONFE OROZCO,JUAN ALBERTO MONROY GAYTAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),SACATEPÉQUEZ,78324149,,  C A L L E  A N C H A  D E  L O S  H E R R E R O S  N O .  1 6 ,LICEO SUPERIOR INTERNACIONAL JUAN PABLO II (LESI)
